t,u(t),y(t)
4.00,-1.463246,-0.184698
5.00,-0.295349,0.051754
6.00,-0.326892,0.012987
7.00,0.814119,0.148759
8.00,2.176880,0.176201
9.00,-0.920621,-0.279616
10.00,0.935511,0.119370
11.00,-0.712442,-0.097871
12.00,-1.997599,-0.118018
13.00,-0.212087,-0.008941
14.00,-0.973429,-0.042016
15.00,-0.710754,-0.028795
16.00,0.946631,0.109920
17.00,0.913184,0.108529
18.00,0.616613,-0.001107
19.00,0.615043,-0.006731
20.00,1.630435,0.144929
21.00,0.492323,0.025053
22.00,1.286599,0.101233
23.00,-1.324277,-0.293675
24.00,1.054800,0.209060
25.00,-1.578971,-0.208353
26.00,0.241124,0.169558
27.00,1.040684,0.089783
28.00,-0.151723,-0.049893
29.00,0.389318,-0.066518
30.00,1.369081,0.172492
31.00,-0.774295,-0.131462
32.00,0.280360,0.042917
33.00,0.701289,0.054134
34.00,0.898104,0.102803
35.00,0.245828,-0.050727
36.00,-0.224875,-0.066701
37.00,-1.138898,-0.140796
38.00,0.062190,0.145858
39.00,0.677109,0.119291
40.00,-0.321712,-0.111469
41.00,-0.589238,-0.107178
42.00,0.210872,0.063525
43.00,1.511418,0.239910
44.00,0.214653,-0.063971
45.00,-0.048095,-0.116784
46.00,0.506758,0.008279
47.00,0.488078,0.107515
48.00,-0.524706,-0.085203
49.00,0.557950,0.074296
50.00,0.158681,-0.057946
51.00,-0.217651,0.022659
52.00,-1.336138,-0.178100
53.00,0.239816,0.098285
54.00,-0.512420,-0.045927
55.00,-1.338009,-0.088814
56.00,1.081136,0.143432
57.00,0.170673,0.014704
58.00,1.230764,0.136113
59.00,-0.460768,-0.156126
60.00,-0.105355,-0.043308
61.00,0.841571,0.169987
62.00,-0.476015,-0.048777
63.00,1.048103,0.077077
64.00,0.298206,-0.046630
65.00,0.495647,0.046645
66.00,-1.410409,-0.174578
67.00,0.613480,0.154830
68.00,-0.047001,0.008212
69.00,-0.790215,-0.125686
70.00,-0.040079,-0.019745
71.00,-1.001928,-0.042384
72.00,0.240247,0.121638
73.00,0.000027,-0.032793
74.00,0.501458,0.046768
75.00,-0.623198,-0.135440
76.00,0.615653,0.114206
77.00,0.305499,0.032101
78.00,0.584008,0.087102
79.00,1.269805,0.056445
80.00,-0.647728,-0.140366
81.00,-0.944442,-0.119174
82.00,0.976455,0.188526
83.00,0.653818,0.099082
84.00,-0.233555,-0.081399
85.00,0.086485,-0.055601
86.00,0.950149,0.145549
87.00,-1.165915,-0.141955
88.00,0.873546,0.151581
89.00,1.423856,0.130406
90.00,0.797001,0.027613
91.00,0.006916,-0.145085
92.00,1.189811,0.141152
93.00,-1.836221,-0.188589
94.00,-0.159384,0.051937
95.00,-1.465706,-0.172998
96.00,1.074245,0.244978
97.00,-1.626955,-0.251550
98.00,-0.990151,-0.028346
99.00,-0.182860,0.004062
100.00,0.111510,0.110464
101.00,0.223522,-0.040178
102.00,0.341264,0.002163
103.00,1.731299,0.174090
104.00,-0.534505,-0.114473
105.00,0.954723,0.082787
106.00,-1.489541,-0.259345
107.00,0.445085,0.151745
108.00,0.275509,0.038324
109.00,-0.620070,-0.043913
110.00,-0.885290,-0.154426
111.00,-0.689295,-0.013865
112.00,-0.473571,0.062951
113.00,-1.043802,-0.111107
114.00,0.749874,0.074674
115.00,-0.458414,-0.050102
116.00,0.525672,0.123278
117.00,-2.750132,-0.383717
118.00,0.090785,0.163271
119.00,-0.309185,-0.012476
120.00,0.131457,0.086251
121.00,1.925809,0.145938
122.00,-0.021541,-0.113632
123.00,-0.606417,-0.098848
124.00,-1.057937,-0.079877
125.00,0.695803,0.168478
126.00,0.182839,0.024585
127.00,-0.247222,-0.058967
128.00,0.860102,0.063655
129.00,-1.405326,-0.163223
130.00,-1.280175,-0.112703
131.00,-1.512024,-0.096436
132.00,0.005669,0.193948
133.00,0.215160,0.038971
134.00,0.210474,-0.024428
135.00,-0.965241,-0.203634
136.00,-1.532290,-0.062396
137.00,-1.088915,0.001161
138.00,-1.303328,-0.031124
139.00,-1.461776,-0.143090
140.00,-0.688903,-0.001460
141.00,-0.838817,-0.021208
142.00,0.397799,0.084653
143.00,0.628641,0.064189
144.00,1.061707,0.074200
145.00,0.681969,0.012297
146.00,1.088935,0.069523
147.00,-0.146604,-0.082679
148.00,0.154185,0.037704
149.00,-2.085830,-0.242663
150.00,-0.714196,0.069163
151.00,1.357726,0.225123
152.00,0.670999,0.038817
153.00,0.354941,-0.070590
154.00,0.781862,-0.028430
155.00,-2.736161,-0.291942
156.00,-0.226511,0.178192
157.00,-0.141213,0.059238
158.00,0.763739,0.112495
159.00,-0.265899,-0.164628
160.00,0.686091,0.079035
161.00,0.363611,0.012981
162.00,-0.446539,-0.036889
163.00,-0.672338,-0.133692
164.00,2.199965,0.326130
165.00,0.799421,0.018625
166.00,1.195098,-0.004558
167.00,2.519043,0.165750
168.00,-0.839576,-0.176309
169.00,0.355396,0.054968
170.00,0.695548,0.090867
171.00,-0.078685,-0.006052
172.00,1.419837,0.106665
173.00,-1.012115,-0.200978
174.00,0.308397,0.085223
175.00,1.308969,0.180450
176.00,0.198397,-0.033504
177.00,-0.303600,-0.120972
178.00,0.108663,-0.029896
179.00,-0.528019,0.005790
180.00,-0.886755,-0.061399
181.00,-1.819644,-0.216455
182.00,0.471483,0.188795
183.00,-1.185102,-0.096185
184.00,1.044069,0.151146
185.00,0.219418,-0.085463
186.00,-0.143920,-0.019732
187.00,0.696435,0.087162
188.00,-1.290693,-0.125341
189.00,-0.327840,-0.048240
190.00,0.372310,0.038038
191.00,-2.239436,-0.183186
192.00,0.400894,0.105535
193.00,0.337363,0.101241
194.00,-1.163573,-0.188765
195.00,-1.147297,-0.145559
196.00,-0.886405,-0.007345
197.00,0.728707,0.234004
198.00,-0.996378,-0.140142
199.00,0.623392,0.071897
200.00,0.777294,0.021137
201.00,-0.730899,-0.084708
202.00,-0.373680,-0.039033
203.00,1.582382,0.209157
204.00,0.084657,-0.032409
205.00,0.911407,0.025236
206.00,0.523168,-0.005145
207.00,0.034981,0.048631
208.00,1.222517,0.103838
209.00,0.978793,0.030401
210.00,-0.603898,-0.115686
211.00,1.368394,0.148632
212.00,-0.417506,-0.075868
213.00,0.301064,0.053578
214.00,-0.765551,-0.171480
215.00,0.455747,0.110604
216.00,0.246151,0.059382
217.00,0.398739,0.037126
218.00,-0.275659,-0.140672
219.00,-0.877673,-0.064357
220.00,-0.741410,-0.016194
221.00,-1.154436,-0.066876
222.00,-0.261936,0.033856
223.00,0.137988,0.037024
224.00,-0.155259,-0.000713
225.00,1.572409,0.140567
226.00,0.941036,0.066299
227.00,2.163543,0.148961
228.00,0.481252,-0.104803
229.00,-0.392467,-0.051817
230.00,0.156628,-0.011314
231.00,0.876177,0.179605
232.00,0.482977,-0.013044
233.00,0.217519,-0.065213
234.00,0.613288,0.019149
235.00,-0.290798,0.000816
236.00,1.817608,0.246975
237.00,0.432821,-0.074415
238.00,-0.341851,-0.093622
239.00,-0.542840,-0.061004
240.00,0.219596,0.123386
241.00,1.268391,0.167847
242.00,0.966361,0.012100
243.00,1.575785,0.022517
244.00,-0.083658,-0.100616
245.00,-0.473991,0.008373
246.00,0.369756,0.066510
247.00,-0.099810,-0.014169
248.00,-0.833982,-0.142606
249.00,0.735154,0.157144
250.00,-0.013635,-0.016432
251.00,-0.195356,-0.013753
252.00,-0.990526,-0.191271
253.00,2.208685,0.375452
254.00,-0.475466,-0.130947
255.00,-0.458737,-0.109045
256.00,0.764307,0.064812
257.00,-0.944162,-0.051778
258.00,0.474897,0.110991
259.00,-0.060608,-0.076378
260.00,-1.464164,-0.161698
261.00,1.253645,0.189301
262.00,0.264929,0.063335
263.00,0.711897,0.069638
264.00,0.696283,-0.063577
265.00,2.267755,0.233340
266.00,-0.835120,-0.225159
267.00,0.435203,0.080415
268.00,1.877792,0.178152
269.00,-1.549622,-0.198721
270.00,0.840756,0.091512
271.00,1.872677,0.197810
272.00,0.193880,-0.004713
273.00,0.332453,-0.073457
274.00,1.563055,0.173397
275.00,-0.279770,-0.056594
276.00,0.211024,0.005442
277.00,-2.037326,-0.320169
278.00,-1.681818,-0.011773
279.00,3.727187,0.627545
280.00,0.270587,-0.083309
281.00,-0.155389,-0.224205
282.00,0.609405,-0.042942
283.00,1.379804,0.310871
284.00,1.231609,0.126905
285.00,-0.815061,-0.272285
286.00,0.139136,-0.090316
287.00,-0.379452,0.077684
288.00,0.183157,0.137506
289.00,-0.841241,-0.170222
290.00,-1.079268,-0.173718
291.00,-0.119190,0.042680
292.00,1.408750,0.281254
293.00,-1.149828,-0.193501
294.00,-0.224089,-0.069937
295.00,-1.422233,-0.161743
296.00,-0.933298,0.071030
297.00,-0.098530,0.092481
298.00,1.009495,0.123193
299.00,-0.801756,-0.231018
300.00,0.610551,0.056639
301.00,0.452051,0.074976
302.00,-0.288069,0.013244
303.00,0.597977,-0.020094
304.00,0.331095,0.009617
305.00,1.132003,0.122162
306.00,0.394628,-0.008784
307.00,-0.646411,-0.117125
308.00,-0.429307,-0.072465
309.00,0.098061,0.054798
310.00,-1.491035,-0.117367
311.00,-0.697505,-0.025750
