t,u(t),y(t)
5.00,1.095149,-0.110221
6.00,-0.906232,0.445063
7.00,0.838819,-0.583213
8.00,-0.808684,0.421665
9.00,2.702709,-0.242453
10.00,0.773007,0.188592
11.00,0.648056,0.194798
12.00,-0.620733,1.310758
13.00,-1.299338,-0.046411
14.00,-1.021368,-0.162509
15.00,0.793948,-0.490397
16.00,-2.363094,-0.599843
17.00,-0.704803,0.044502
18.00,-0.135678,-0.004130
19.00,0.321146,-1.273246
20.00,-0.885334,0.138534
21.00,-0.555277,0.288765
22.00,0.954695,-0.191102
23.00,0.359288,-0.538824
24.00,1.560788,0.211700
25.00,-1.681265,0.583588
26.00,-0.957581,0.241968
27.00,-0.785235,0.127791
28.00,-0.822224,-1.108988
29.00,-0.660347,-0.230715
30.00,0.041967,-0.177606
31.00,0.995053,-0.416761
32.00,1.357939,-0.095484
33.00,-0.937632,0.388083
34.00,-0.959439,0.645130
35.00,-0.313980,0.082738
36.00,-0.656880,-0.837071
37.00,1.881599,-0.213878
38.00,0.986485,0.012878
39.00,0.657313,0.158191
40.00,-0.249448,1.047707
41.00,-1.058047,0.162756
42.00,-1.635913,-0.073887
43.00,-0.799322,-0.359423
44.00,0.550444,-0.696154
45.00,0.086232,-0.587635
46.00,2.492083,0.150153
47.00,0.367695,0.372504
48.00,2.106815,0.403472
49.00,0.247667,1.004027
50.00,0.837952,0.140397
51.00,-0.011297,0.721800
52.00,1.241456,-0.000961
53.00,-0.661414,0.208258
54.00,-0.657172,0.188815
55.00,-1.604608,0.304833
56.00,0.844728,-0.615651
57.00,0.990408,-0.514809
58.00,-2.421844,-0.203617
59.00,-0.380647,0.824654
60.00,0.022170,-0.319153
61.00,1.283200,-1.312109
62.00,0.261926,0.409927
63.00,-3.373914,0.469419
64.00,-1.884744,0.376582
65.00,0.213533,-0.880637
66.00,1.510313,-1.762313
67.00,1.317852,0.063573
68.00,1.568501,0.861815
69.00,0.570049,0.656644
70.00,-1.535380,0.490213
71.00,-0.696338,0.494152
72.00,0.874708,-0.382190
73.00,-0.453447,-0.851515
74.00,-0.354480,0.290339
75.00,-0.899808,0.412033
76.00,-1.173904,-0.528122
77.00,-1.431144,-0.285511
78.00,-0.032059,-0.439848
79.00,0.394105,-0.616094
80.00,-0.748244,-0.323990
81.00,0.943557,0.361522
82.00,0.968273,-0.047012
83.00,-0.248750,-0.222957
84.00,0.336761,0.750604
85.00,-0.010736,0.176936
86.00,-1.450786,-0.287824
87.00,-0.667895,0.234721
88.00,-0.675548,-0.335923
89.00,3.170176,-0.763127
90.00,-1.671528,-0.083425
91.00,-0.205750,0.605532
92.00,1.289369,0.898693
93.00,-0.908139,-1.316298
94.00,-0.033960,0.459455
95.00,-2.858526,0.566550
96.00,-0.096609,-0.776995
97.00,1.666887,-0.488466
98.00,-0.929071,-0.975888
99.00,0.190730,0.828379
100.00,-0.569379,0.536247
101.00,-1.056431,-0.802200
102.00,-0.398597,0.124953
103.00,0.060836,-0.340493
104.00,1.213292,-0.490442
105.00,0.222265,0.082239
106.00,0.632756,0.382414
107.00,-1.773135,0.440733
108.00,-1.658054,-0.017723
109.00,-0.468559,-0.179625
110.00,0.023823,-1.114151
111.00,1.745369,-0.399882
112.00,0.435952,0.229724
113.00,-0.037917,0.401852
114.00,1.050881,0.701432
115.00,0.942199,-0.184457
116.00,-0.779643,0.092840
117.00,0.118426,0.709049
118.00,-0.658137,-0.026190
119.00,-0.993779,-0.513359
120.00,0.173577,0.111991
121.00,-0.311661,-0.419064
122.00,1.555415,-0.295789
123.00,0.761475,0.216876
124.00,-1.691626,0.201506
125.00,-0.590805,0.763649
126.00,-1.603049,-0.358394
127.00,0.037273,-0.985148
128.00,-1.095879,-0.145668
129.00,1.017862,-0.422194
130.00,-0.218425,-0.006785
131.00,1.813709,-0.180311
132.00,0.800379,0.504486
133.00,-0.107504,0.144669
134.00,0.638191,0.826534
135.00,-1.978368,-0.007559
136.00,-0.425961,-0.123938
137.00,0.972977,-0.092775
138.00,-1.195414,-0.964793
139.00,0.691740,0.407826
140.00,-0.553326,0.311000
141.00,-1.176665,-0.639861
142.00,0.426727,0.363929
143.00,-0.751272,-0.487571
144.00,0.403382,-0.362026
145.00,-1.229759,0.306072
146.00,1.512707,-0.295275
147.00,-0.279531,-0.033342
148.00,1.262208,-0.150214
149.00,-1.101840,0.703469
150.00,0.713166,-0.099136
151.00,1.082140,0.199381
152.00,-1.586415,-0.405425
153.00,-0.206260,0.672623
154.00,-0.262220,0.009031
155.00,-0.562422,-0.976115
156.00,0.319937,0.212173
157.00,1.165146,-0.054424
158.00,0.203842,-0.236682
159.00,1.425482,0.520931
160.00,-1.321087,0.458113
161.00,-1.669325,0.096746
162.00,1.234621,0.227650
163.00,-1.422479,-1.086683
164.00,0.276890,-0.162251
165.00,0.213982,0.609742
166.00,0.097485,-0.802515
167.00,-0.482392,0.329098
168.00,-0.731025,0.208676
169.00,0.153088,-0.218672
170.00,1.367799,-0.330604
171.00,-0.860773,-0.132432
172.00,1.004493,0.510511
173.00,-0.964831,0.292746
174.00,2.449981,-0.427798
175.00,-0.539559,0.335607
176.00,-1.772961,0.055843
177.00,2.067122,0.926634
178.00,0.790875,-1.011306
179.00,-0.033898,-0.227564
180.00,0.513521,1.493230
181.00,0.865731,-0.145253
182.00,-0.405322,-0.232008
183.00,0.974740,0.549830
184.00,-0.088347,0.161328
185.00,-0.416857,-0.179696
186.00,0.947296,0.468797
187.00,-0.064756,-0.250547
188.00,-0.269493,-0.033749
189.00,0.329936,0.511892
190.00,0.260736,-0.282497
191.00,-0.266293,-0.073662
192.00,-0.758661,0.305752
193.00,1.141958,-0.044078
194.00,-2.736975,-0.347818
195.00,0.971893,0.044406
196.00,-0.474205,-0.005302
197.00,0.297707,-1.085234
198.00,-0.197825,0.757368
199.00,-1.252802,-0.146282
200.00,0.394422,-0.047981
201.00,-1.230262,-0.324981
202.00,0.092842,-0.361791
