t,u(t),y(t)
4.00,1.487346,-1.048095
5.00,-0.162028,-0.431315
6.00,0.824497,0.220187
7.00,-0.126107,0.013583
8.00,-0.447054,0.591089
9.00,-0.967317,0.159499
10.00,1.451724,-0.708562
11.00,-0.155441,-0.134874
12.00,-0.200762,0.594878
13.00,-0.263629,-0.066298
14.00,-0.611219,0.184282
15.00,-0.309100,-0.163361
16.00,-0.652880,-0.117423
17.00,1.775095,-0.883455
18.00,1.163217,-0.409571
19.00,0.495857,0.734009
20.00,0.468741,0.414841
21.00,0.602735,0.288526
22.00,0.361487,0.297707
23.00,1.562537,-0.106035
24.00,0.849603,0.246162
25.00,-0.779063,1.154721
26.00,-0.231571,0.406894
27.00,-0.287154,-0.092535
28.00,0.691117,-0.308887
29.00,1.399108,-0.484849
30.00,-0.708438,0.770876
31.00,2.207944,-0.272768
32.00,0.735550,-0.015390
33.00,-1.105350,1.521409
34.00,-0.432974,0.312138
35.00,-0.928078,0.001550
36.00,1.641941,-0.848486
37.00,0.254796,-0.240694
38.00,1.049259,0.328539
39.00,-0.448948,0.398065
40.00,0.886073,0.191675
41.00,0.205690,-0.037592
42.00,-0.578795,0.711291
43.00,0.053874,-0.043972
44.00,1.618303,-0.648655
45.00,3.235372,-0.738021
46.00,0.085146,1.199348
47.00,1.235491,1.043811
48.00,0.002057,0.541642
49.00,1.284651,0.428047
50.00,0.060737,0.326719
51.00,-0.800536,0.987349
52.00,1.091827,-0.384625
53.00,-0.039723,0.015602
54.00,-0.990901,0.760474
55.00,-1.043379,0.115662
56.00,-0.565077,-0.342419
57.00,-1.216855,-0.205906
58.00,2.163512,-1.259281
59.00,-0.480133,-0.085182
60.00,-1.534030,1.217026
61.00,0.039564,-0.551095
62.00,0.999429,-0.808760
63.00,-0.978144,0.397928
64.00,1.831744,-0.445514
65.00,-1.251636,0.338160
66.00,-0.260370,0.678140
67.00,-0.103358,-0.564599
68.00,-0.031419,-0.000279
69.00,2.245333,-0.906777
70.00,1.166946,0.020203
71.00,1.071874,0.768330
72.00,-0.197627,0.836098
73.00,0.812313,0.386866
74.00,0.270144,0.141184
75.00,0.808115,0.259143
76.00,-0.328490,0.396476
77.00,-0.503112,0.559153
78.00,0.934206,-0.481049
79.00,-0.057621,0.065033
80.00,1.391757,-0.085257
81.00,1.016706,-0.085550
82.00,-1.015957,1.172728
83.00,-0.574938,0.492711
84.00,0.947590,-0.672973
85.00,-1.008312,0.295561
86.00,-0.121371,0.174881
87.00,-1.447168,0.005613
88.00,1.441389,-0.748677
89.00,-0.320318,-0.337232
90.00,-0.541400,0.672614
91.00,0.516963,-0.496889
92.00,0.287827,-0.108362
93.00,0.613844,-0.014770
94.00,0.530899,0.048965
95.00,-0.216268,0.476839
96.00,-2.420923,1.018624
97.00,-2.158667,0.249565
98.00,0.876851,-1.633140
99.00,2.156214,-1.525399
100.00,0.056676,0.453802
101.00,0.842274,0.441998
102.00,-1.452175,0.742855
103.00,0.337673,0.127518
104.00,0.411430,-0.619630
105.00,0.917286,-0.028863
106.00,0.591934,0.057813
107.00,0.364085,0.425543
108.00,1.094898,0.014880
109.00,0.050263,0.480795
110.00,1.240195,0.148774
111.00,-0.966852,0.679277
112.00,0.826043,0.190081
113.00,0.459882,-0.324360
114.00,-1.045402,0.841818
115.00,-0.682631,0.179340
116.00,0.255261,-0.550444
117.00,0.688633,-0.471200
118.00,-1.076871,0.488957
119.00,-0.074491,0.044218
120.00,0.006813,-0.446089
121.00,0.511027,-0.180410
122.00,-1.726548,0.554704
123.00,-0.421652,0.062588
124.00,0.546064,-1.011203
125.00,-0.414180,0.037843
126.00,-0.496355,0.131941
127.00,0.398073,-0.408316
128.00,1.712551,-0.710848
129.00,2.016484,-0.236538
130.00,0.043320,1.061132
131.00,0.894395,0.663521
132.00,-1.040111,0.735917
133.00,0.899278,0.102766
134.00,1.803024,-0.783401
135.00,1.035051,0.465478
136.00,-0.794360,1.151144
137.00,-0.447618,0.595505
138.00,0.666595,-0.459839
