t,u(t),y(t)
6.00,0.147244,1.689941
7.00,0.485038,-1.558258
8.00,1.638875,1.010426
9.00,-0.691335,-1.065880
10.00,0.480193,0.580176
11.00,1.445894,0.255116
12.00,-0.793667,-1.021065
13.00,0.695657,0.601624
14.00,1.310444,0.287929
15.00,-1.223778,-0.999989
16.00,-0.109259,0.774849
17.00,1.049399,0.134449
18.00,-0.124784,-1.030191
19.00,0.186649,0.602936
20.00,1.447986,0.288522
21.00,-0.583859,-0.451936
22.00,1.788803,0.054506
23.00,-1.597691,0.603387
24.00,-0.524127,-1.235889
25.00,1.040710,1.707808
26.00,1.336152,-2.200365
27.00,0.090745,1.297505
28.00,0.494082,-0.231517
29.00,0.638437,0.659326
30.00,-1.082636,-0.987887
31.00,0.433039,0.477605
32.00,1.203563,-0.107256
33.00,-0.002343,-0.681748
34.00,2.357260,0.674044
35.00,0.273847,0.161417
36.00,-0.124660,-0.692436
37.00,1.146559,1.256432
38.00,0.212180,-1.353051
39.00,1.587609,0.292382
40.00,0.884150,0.204312
41.00,0.473638,-0.468618
42.00,0.161714,0.690431
43.00,-0.843157,-0.606570
44.00,-0.872745,0.138768
45.00,-0.294066,-0.224070
46.00,0.880969,-0.226881
47.00,0.569110,0.018144
48.00,-0.657570,0.156326
49.00,-0.230609,0.487501
50.00,0.522984,-0.165347
51.00,-0.073530,-0.487993
52.00,2.326534,0.195290
53.00,-0.618111,0.279244
54.00,0.576487,-0.549866
55.00,-0.178630,1.395241
56.00,0.416673,-1.894276
57.00,0.177285,1.351769
58.00,-1.500565,-1.161245
59.00,1.106654,0.963816
60.00,1.389088,-0.467093
61.00,1.688704,-0.572944
62.00,1.903351,1.050449
63.00,-0.748517,-0.316988
64.00,-0.491908,0.257965
65.00,0.240670,0.004092
66.00,-0.995938,-1.103493
67.00,-1.931596,0.359187
68.00,-1.312691,0.212028
69.00,-0.026642,-0.265379
70.00,-0.908954,-0.288860
71.00,-0.092136,0.275984
72.00,-0.431772,0.603354
73.00,1.293169,-0.511036
74.00,1.171396,0.581498
75.00,-1.548966,-0.607952
76.00,0.769530,0.997802
77.00,-0.461952,-0.245106
78.00,-1.341784,-1.125868
79.00,1.265045,1.316085
80.00,0.538391,-0.877463
81.00,0.203230,-0.061998
82.00,-0.841953,0.943429
83.00,-0.945739,-0.491345
84.00,-0.051828,0.223413
85.00,-1.234214,-0.639728
86.00,0.637844,0.200357
87.00,-0.964749,0.371258
88.00,-0.570314,-0.639236
89.00,-0.348455,1.181441
90.00,-0.086703,-1.134100
91.00,-0.874743,0.707293
92.00,0.550584,-0.355358
93.00,0.163907,0.534323
94.00,-1.683091,-0.750458
95.00,0.270229,0.944152
96.00,0.880433,-0.382952
97.00,-1.342819,-0.609335
98.00,0.899494,0.807539
99.00,-0.634644,0.225375
100.00,-0.122271,-1.084266
101.00,1.276706,1.361965
102.00,0.123077,-1.237582
103.00,-0.503166,0.688505
104.00,0.356355,0.200931
105.00,-1.902682,-0.303309
106.00,-1.770972,-0.293138
107.00,-0.524880,0.640944
108.00,-0.539722,-1.072585
109.00,0.853587,0.466748
110.00,-0.284269,0.300197
111.00,-0.946512,-0.008729
112.00,-0.483858,0.663048
113.00,0.610034,-0.639431
114.00,0.187024,-0.007122
115.00,-0.093318,-0.032605
116.00,0.159672,0.579050
117.00,-0.442308,-0.325902
118.00,-0.098084,0.019665
119.00,1.351608,0.054914
120.00,1.610140,-0.248428
