t,u(t),y(t)
3.00,-1.898645,-0.171467
4.00,-0.139110,-0.054252
5.00,2.143269,0.119561
6.00,1.256924,0.121579
7.00,-0.007889,0.070438
8.00,-0.198932,0.043211
9.00,0.919107,0.119953
10.00,-1.684528,-0.109183
11.00,-1.860621,-0.149037
12.00,0.400702,-0.039646
13.00,-0.659683,-0.127199
14.00,0.118809,-0.033219
15.00,-0.966151,-0.142685
16.00,-2.496218,-0.274499
17.00,-0.412128,-0.153347
18.00,0.523385,-0.091426
19.00,-0.601112,-0.134648
20.00,-0.496458,-0.109531
21.00,-0.194701,-0.094183
22.00,2.185501,0.137271
23.00,2.183729,0.192647
24.00,-1.089111,-0.006040
25.00,-0.646532,0.013104
26.00,0.172153,0.017413
27.00,0.361950,0.039555
28.00,-0.061924,0.012498
29.00,-1.726983,-0.141999
30.00,-0.893232,-0.110859
31.00,0.279759,-0.052085
32.00,-0.447687,-0.098083
33.00,-1.178556,-0.147351
34.00,0.131506,-0.061076
35.00,0.728337,-0.003679
36.00,-0.321115,-0.053927
37.00,-1.286762,-0.129724
38.00,1.101444,0.049732
39.00,0.961443,0.055100
40.00,1.206569,0.140947
41.00,0.271866,0.079497
42.00,-0.528171,0.022563
43.00,0.998802,0.126529
44.00,0.683054,0.100955
45.00,1.074892,0.170298
46.00,0.437498,0.115615
47.00,-0.796318,0.018071
48.00,-1.732616,-0.110318
49.00,-0.745994,-0.085257
50.00,0.966975,0.026396
51.00,1.443150,0.105800
52.00,-0.689219,-0.027386
53.00,-1.060450,-0.064947
54.00,-0.906487,-0.109946
55.00,0.519446,-0.002796
56.00,1.120725,0.062894
57.00,-0.367536,-0.019831
58.00,-0.059563,0.011828
59.00,-0.185995,-0.022829
60.00,-1.871155,-0.170051
61.00,-0.379798,-0.086015
62.00,-0.005269,-0.082688
63.00,1.364095,0.070774
64.00,-1.665708,-0.164853
65.00,0.505378,0.035896
66.00,-1.932787,-0.230520
67.00,-0.557822,-0.093541
68.00,-0.997487,-0.199238
69.00,-0.934215,-0.166320
70.00,-0.190743,-0.131030
71.00,-1.430299,-0.225862
72.00,-1.487938,-0.238064
73.00,-1.534093,-0.280476
74.00,-1.483535,-0.290023
75.00,-0.686211,-0.239943
76.00,0.424918,-0.128178
77.00,-2.244897,-0.328004
78.00,-0.183102,-0.143727
79.00,2.053408,0.028819
80.00,1.604325,0.100672
81.00,-0.917615,-0.046178
82.00,0.503890,0.074051
83.00,-0.925999,-0.084720
84.00,0.025381,0.008927
85.00,-1.155583,-0.136494
86.00,-1.353318,-0.153810
87.00,3.133856,0.198186
88.00,1.239804,0.103469
89.00,-0.531337,0.049325
90.00,2.002602,0.235002
91.00,0.652344,0.134538
92.00,0.346118,0.152033
93.00,1.047717,0.182789
94.00,-0.631370,0.041504
95.00,1.007826,0.169394
