t,u(t),y(t)
5.00,0.046466,0.505164
6.00,-1.106578,0.625521
7.00,2.168796,0.502558
8.00,-0.771318,-0.032181
9.00,-0.224360,0.152079
10.00,0.513747,0.669196
11.00,1.006919,-0.046583
12.00,0.250401,0.021559
13.00,1.268840,0.472386
14.00,-0.283210,0.640058
15.00,0.450901,0.727926
16.00,0.671519,0.730396
17.00,1.006565,0.356128
18.00,0.451093,0.507411
19.00,-1.116353,0.738779
20.00,-1.212562,0.833707
21.00,-1.593056,0.246158
22.00,0.105555,-0.641006
23.00,-0.895549,-1.169019
24.00,0.218195,-1.087873
25.00,0.592524,-0.700241
26.00,0.388995,-0.591877
27.00,0.859217,-0.027116
28.00,1.526546,0.305892
29.00,-1.037072,0.518043
30.00,0.313386,0.963678
31.00,-0.957047,0.731212
32.00,0.579835,0.035558
33.00,0.418301,-0.124193
34.00,-1.203186,-0.273697
35.00,0.603879,0.201939
36.00,-1.206090,-0.072308
37.00,0.290717,-0.312511
38.00,-0.781622,-0.249023
39.00,0.510078,-0.480395
40.00,-0.055129,-0.325259
41.00,-0.072028,-0.290233
42.00,-0.701752,0.043070
43.00,-3.098419,-0.011936
44.00,0.540507,-0.235088
45.00,0.694019,-1.205225
46.00,0.970362,-1.560003
47.00,-1.581728,-0.306053
48.00,-1.117753,0.379428
49.00,-0.471019,0.102423
50.00,-0.326989,-0.840499
51.00,0.208631,-0.928213
52.00,-0.121498,-0.679509
53.00,-1.024390,-0.381133
54.00,-0.048463,-0.132165
55.00,2.076421,-0.373736
56.00,0.060554,-0.560496
57.00,0.990943,0.280064
58.00,-0.591398,0.909082
59.00,-0.267354,0.710609
60.00,0.213824,0.549261
61.00,-1.959410,-0.040184
62.00,0.575229,-0.062837
63.00,0.081581,-0.489046
64.00,0.978600,-0.777689
65.00,-0.947956,-0.122521
66.00,-0.985647,0.227252
67.00,0.415538,0.218974
68.00,1.577405,-0.500118
69.00,0.534724,-0.485665
70.00,-0.808548,0.348065
71.00,-1.297332,0.889515
72.00,0.378605,0.376310
73.00,-2.261377,-0.488374
74.00,-0.343645,-0.599794
75.00,-0.282618,-0.746722
76.00,-0.028418,-1.263816
77.00,1.022736,-0.762459
78.00,-0.528209,-0.477208
79.00,-0.709058,0.042249
80.00,0.663995,0.237914
81.00,-1.380008,-0.288554
82.00,-0.485080,-0.219199
83.00,-2.094550,-0.243002
84.00,0.964229,-0.746966
85.00,-1.539530,-1.069436
86.00,2.132375,-1.015772
87.00,-0.080337,-0.517787
88.00,0.816061,-0.248286
89.00,-1.205215,0.673445
90.00,0.931542,0.494373
91.00,-0.534993,0.210303
92.00,-0.922130,-0.112090
93.00,-0.903499,0.145165
94.00,-2.001034,-0.364366
95.00,-0.330230,-0.767197
96.00,0.566892,-1.209484
97.00,-0.292270,-1.369551
98.00,0.133873,-0.577716
99.00,1.204808,-0.140566
100.00,-0.315528,-0.135883
101.00,1.403215,0.317355
102.00,0.082555,0.507736
103.00,0.165297,0.478546
104.00,0.551060,0.768300
105.00,1.262546,0.425473
106.00,-1.456039,0.387771
107.00,0.385633,0.720694
108.00,-0.398741,0.416287
109.00,-0.419195,-0.256705
110.00,-0.376139,-0.070843
111.00,0.997360,-0.284464
112.00,1.821412,-0.375234
113.00,-0.075218,-0.031474
114.00,-0.718960,0.849698
115.00,-0.720171,1.053208
116.00,-1.338736,0.259165
117.00,-0.889981,-0.340981
118.00,-0.035041,-0.784896
119.00,-1.084517,-1.085320
120.00,-0.392608,-0.831196
121.00,-0.655592,-0.693533
122.00,-0.627953,-0.828690
123.00,0.318142,-0.698417
124.00,0.621498,-0.740651
125.00,-0.081991,-0.488241
126.00,-0.947965,0.062476
127.00,1.080318,0.240258
128.00,0.381388,-0.180818
129.00,-0.707994,-0.128023
130.00,0.981836,0.432375
131.00,0.261382,0.146714
132.00,1.508667,0.068543
133.00,0.777910,0.460423
134.00,-0.265432,0.703862
135.00,-1.206808,1.099606
136.00,-1.206012,0.716324
137.00,-0.485446,-0.110119
138.00,-0.609053,-0.816348
139.00,0.859472,-0.948783
140.00,-0.052736,-0.759248
141.00,1.075072,-0.344103
142.00,1.127988,0.156153
143.00,0.351599,0.336652
144.00,0.035067,0.859788
145.00,-1.038987,0.892752
146.00,1.041499,0.537082
147.00,0.143171,-0.033675
148.00,-1.356398,-0.119779
149.00,-0.783902,0.375578
150.00,-0.184942,-0.133583
151.00,0.745253,-0.769376
152.00,0.531730,-0.698370
153.00,-0.935269,-0.187473
154.00,-1.680989,0.335818
155.00,0.299112,0.092764
156.00,0.233109,-0.745092
157.00,-1.406427,-0.884317
158.00,0.876819,-0.225284
159.00,-0.578240,-0.403098
160.00,-0.248831,-0.465840
161.00,0.206450,-0.042789
162.00,0.652710,-0.306793
163.00,-0.291505,-0.182404
164.00,0.001246,0.167937
165.00,-2.453928,0.238496
166.00,0.552898,0.010106
167.00,-1.018144,-0.669793
168.00,-0.870641,-1.059761
169.00,0.258072,-0.534228
170.00,1.265821,-0.856322
171.00,0.243530,-0.645089
172.00,-1.686994,0.139735
173.00,-1.323842,0.589637
174.00,-0.195552,-0.077512
175.00,1.185929,-1.012190
176.00,-1.877366,-1.010066
177.00,1.976204,-0.207280
178.00,0.692408,-0.149251
179.00,-0.205818,-0.232813
180.00,-1.030618,0.815069
181.00,1.042656,0.568417
182.00,-1.341453,-0.088970
183.00,2.402494,-0.142741
184.00,-2.304159,-0.047759
185.00,-2.419329,0.133396
186.00,0.115448,0.318834
187.00,0.948655,-1.378541
188.00,-1.467215,-1.482664
189.00,-1.001552,-0.390917
