1110,Liliana
1842,Lilianna
1316,Lilith
1046,Lillian
1345,Lilliana
1724,Lillie
1231,Lilly
1035,Lily
1881,Lilyana
1684,Lina
40,Lincoln
1825,Linda
660,Lionel
1667,Liv
1812,Livia
727,Lochlan
16,Logan
1317,Logan
1240,Lola
872,London
1195,London
1162,Londyn
1525,Lorelai
1506,Lorelei
152,Lorenzo
1948,Loretta
771,Louie
260,Louis
1725,Louisa
1690,Louise
67,Luca
8,Lucas
457,Lucca
1163,Lucia
639,Lucian
1408,Luciana
412,Luciano
1271,Lucille
1049,Lucy
1987,Luella
137,Luis
1990,Luisa
163,Luka
218,Lukas
31,Luke
1014,Luna
1764,Lyanna
1096,Lydia
1118,Lyla
1592,Lylah
1552,Lyra
959,Lyric
1412,Lyric
1427,Mabel
933,Mac
1455,Maci
1532,Macie
501,Mack
1119,Mackenzie
1618,Macy
1813,Madalyn
1994,Madalynn
814,Madden
1475,Maddison
170,Maddox
1394,Madeleine
1095,Madeline
1066,Madelyn
1480,Madelynn
1325,Madilyn
1507,Madilynn
1023,Madison
1726,Madisyn
1576,Mae
1173,Maeve
1997,Magdalena
1293,Maggie
1177,Magnolia
806,Magnus
1498,Maia
1409,Maisie
918,Maison
352,Major
550,Makai
1326,Makayla
1402,Makenna
1344,Makenzie
157,Malachi
287,Malakai
1495,Malani
1668,Malaya
1949,Malayah
1622,Malaysia
290,Malcolm
1869,Maleah
1259,Malia
373,Malik
1463,Maliyah
1568,Mallory
321,Manuel
1627,Mara
689,Marcel
1973,Marceline
741,Marcellus
640,Marcelo
392,Marco
479,Marcos
227,Marcus
1438,Maren
1126,Margaret
1760,Margo
1234,Margot
1109,Maria
1305,Mariah
1632,Mariam
1276,Mariana
1832,Marianna
1619,Marie
1636,Marilyn
1707,Marina
329,Mario
1974,Marisol
235,Mark
1430,Marlee
1722,Marleigh
942,Marley
1211,Marley
985,Marlon
1921,Marlowe
363,Marshall
1772,Martha
292,Martin
607,Marvin
1124,Mary
1503,Maryam
11,Mason
20,Mateo
713,Mathew
428,Mathias
216,Matias
1478,Matilda
174,Matteo
30,Matthew
435,Matthias
857,Maurice
632,Mauricio
49,Maverick
1841,Mavis
147,Max
491,Maximilian
263,Maximiliano
754,Maximo
250,Maximus
1737,Maxine
986,Maxton
146,Maxwell
1061,Maya
1998,Mazikeen
926,Mccoy
1272,Mckenna
1278,Mckenzie
1555,Mckinley
1476,Meadow
1638,Megan
1878,Meghan
1886,Meilani
778,Mekhi
1995,Melani
1105,Melanie
1645,Melany
1648,Melina
1348,Melissa
1106,Melody
753,Melvin
458,Memphis
1814,Mercy
1585,Meredith
190,Messiah
1008,Mia
107,Micah
12,Michael
1647,Michaela
1336,Michelle
188,Miguel
1757,Mikaela
1543,Mikayla
1020,Mila
429,Milan
1642,Milan
1698,Milana
1287,Milani
1821,Milena
59,Miles
1740,Miley
696,Miller
1190,Millie
134,Milo
1662,Mina
1485,Mira
1388,Miracle
1542,Miranda
1280,Miriam
813,Misael
722,Mitchell
556,Mohamed
661,Mohammad
635,Mohammed
506,Moises
1174,Molly
1703,Monica
1539,Monroe
934,Mordechai
691,Morgan
1193,Morgan
496,Moses
538,Moshe
309,Muhammad
967,Murphy
1969,Murphy
745,Musa
1242,Mya
1277,Myla
1745,Mylah
124,Myles
804,Mylo
1556,Myra
1468,Nadia
1693,Nala
1593,Nalani
1893,Nancy
1052,Naomi
240,Nash
359,Nasir
1084,Natalia
1051,Natalie
1941,Nataly
1950,Natasha
1981,Nathalia
1914,Nathalie
55,Nathan
721,Nathanael
126,Nathaniel
1658,Navy
1758,Naya
1420,Nayeli
378,Nehemiah
749,Neil
1837,Nellie
671,Nelson
1083,Nevaeh
1494,Nia
87,Nicholas
317,Nico
202,Nicolas
1266,Nicole
887,Niklaus
358,Niko
547,Nikolai
603,Nikolas
1329,Nina
651,Nixon
1466,Noa
2,Noah
1876,Noah
677,Noe
415,Noel
1210,Noelle
1781,Noemi
1553,Nola
61,Nolan
1882,Noor
1030,Nora
1151,Norah
758,Nova
1038,Nova
1569,Novah
1815,Novalee
1248,Nyla
1403,Nylah
1970,Nyomi
1620,Oaklee
1860,Oakleigh
421,Oakley
1281,Oakley
1566,Oaklyn
1307,Oaklynn
800,Ocean
1335,Octavia
332,Odin
1197,Olive
3,Oliver
1001,Olivia
253,Omar
500,Omari
613,Onyx
1659,Opal
1391,Ophelia
326,Orion
779,Orlando
215,Oscar
910,Osiris
649,Otis
386,Otto
22,Owen
383,Pablo
1273,Paige
1378,Paislee
1863,Paisleigh
1050,Paisley
1984,Paityn
1347,Palmer
1940,Paloma
1955,Paola
1419,Paris
95,Parker
1128,Parker
205,Patrick
252,Paul
1822,Paula
1826,Paulina
262,Paxton
1218,Payton
1773,Pearl
411,Pedro
1025,Penelope
1727,Penny
1820,Persephone
214,Peter
430,Peyton
1098,Peyton
451,Philip
518,Phillip
1256,Phoebe
238,Phoenix
1286,Phoenix
505,Pierce
1091,Piper
1462,Poppy
423,Porter
1213,Presley
226,Preston
320,Prince
1797,Princess
417,Princeton
1562,Priscilla
1855,Promise
1967,Queen
540,Quentin
604,Quincy
440,Quinn
1085,Quinn
682,Quinton
1227,Rachel
1254,Raegan
1370,Raelyn
1104,Raelynn
247,Rafael
403,Raiden
1809,Raina
761,Ramon
1816,Ramona
862,Randy
514,Raphael
1933,Raquel
558,Raul
1418,Raven
724,Ray
1937,Raya
614,Rayan
730,Rayden
615,Raylan
312,Raymond
1702,Rayna
1775,Rayne
1114,Reagan
1250,Rebecca
1786,Rebekah
588,Reece
450,Reed
731,Reese
1144,Reese
1432,Regina
987,Reginald
315,Reid
643,Reign
1356,Reign
1590,Reina
765,Remi
1125,Remi
230,Remington
1360,Remington
356,Remy
1497,Remy
1512,Renata
976,Rene
919,Reuben
681,Rex
888,Rey
1594,Reyna
1628,Rhea
159,Rhett
422,Rhys
338,Ricardo
208,Richard
692,Ricky
627,Ridge
945,Riggs
258,Riley
1033,Riley
783,Rio
129,River
1186,River
1805,Rivka
80,Robert
438,Roberto
866,Robin
1904,Robin
492,Rocco
860,Rocky
863,Rodney
575,Rodrigo
999,Rogelio
679,Roger
797,Rohan
568,Roland
77,Roman
970,Rome
377,Romeo
1664,Romina
557,Ronald
269,Ronan
388,Ronin
330,Rory
1457,Rory
1639,Rosa
1787,Rosalee
1744,Rosalia
1198,Rosalie
1843,Rosalyn
1113,Rose
1723,Roselyn
1445,Rosemary
1470,Rosie
113,Rowan
1255,Rowan
541,Rowen
574,Roy
404,Royal
1767,Royal
1393,Royalty
405,Royce
465,Ruben
1074,Ruby
861,Rudy
370,Russell
1220,Ruth
57,Ryan
1450,Ryan
1779,Ryann
108,Ryder
148,Ryker
327,Rylan
1870,Rylan
519,Ryland
1102,Rylee
1159,Ryleigh
1355,Rylie
1389,Sabrina
1078,Sadie
442,Sage
1223,Sage
1595,Saige
578,Saint
807,Salem
1607,Salem
698,Salvador
954,Salvatore
653,Sam
1090,Samantha
1350,Samara
647,Samir
1924,Samira
571,Samson
25,Samuel
542,Santana
71,Santiago
443,Santino
913,Santos
1741,Saoirse
1183,Sara
1087,Sarah
1472,Sarai
1844,Sariah
1833,Sariyah
1605,Sasha
579,Saul
1640,Savanna
1067,Savannah
116,Sawyer
1238,Sawyer
1300,Saylor
1446,Scarlet
1021,Scarlett
1838,Scarlette
563,Scott
1874,Scout
336,Sean
19,Sebastian
1428,Selah
1241,Selena
1800,Selene
1421,Serena
1070,Serenity
379,Sergio
434,Seth
927,Seven
1761,Sevyn
508,Shane
453,Shawn
1928,Shay
1502,Shelby
928,Shepard
605,Shepherd
618,Shiloh
1454,Shiloh
1634,Siena
1166,Sienna
1540,Sierra
100,Silas
251,Simon
1875,Simone
600,Sincere
1801,Sky
1467,Skye
1633,Skyla
1063,Skylar
566,Skyler
1465,Skyler
1663,Sloan
1181,Sloane
1017,Sofia
406,Solomon
536,Sonny
1005,Sophia
1075,Sophie
510,Soren
316,Spencer
732,Stanley
874,Stefan
1042,Stella
1437,Stephanie
324,Stephen
400,Sterling
487,Stetson
224,Steven
1410,Stevie
1951,Stormi
398,Sullivan
1149,Summer
1696,Sunny
576,Sutton
1323,Sutton
1243,Sydney
592,Sylas
1504,Sylvia
1776,Sylvie
700,Tadeo
1337,Talia
788,Talon
333,Tanner
353,Tate
493,Tatum
1343,Tatum
597,Taylor
1161,Taylor
1192,Teagan
1746,Teresa
966,Terrance
931,Terry
1279,Tessa
789,Thaddeus
1803,Thalia
839,Thatcher
1303,Thea
172,Theo
1834,Theodora
23,Theodore
165,Thiago
45,Thomas
1694,Tiana
1792,Tiffany
193,Timothy
1715,Tinsley
673,Titan
343,Titus
268,Tobias
706,Tomas
746,Tommy
633,Tony
1845,Tori
759,Trace
339,Travis
1729,Treasure
938,Trent
621,Trenton
407,Trevor
693,Trey
1228,Trinity
484,Tripp
183,Tristan
851,Tristen
416,Troy
810,Tru
957,Truett
192,Tucker
997,Turner
652,Ty
130,Tyler
372,Tyson
875,Ulises
636,Uriah
462,Uriel
1817,Vada
769,Valentin
1073,Valentina
619,Valentino
1150,Valeria
1145,Valerie
1905,Valery
870,Van
977,Vance
1208,Vanessa
1938,Veda
1246,Vera
1380,Veronica
762,Vicente
200,Victor
1034,Victoria
1810,Vienna
714,Vihaan
121,Vincent
736,Vincenzo
1037,Violet
